City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,manaus,-3.1019,-60.025,27.27,74,75,2.57,BR,1678138755
363,novosergiyevka,52.0934,53.6528,-10.27,97,100,1.19,RU,1678138755
364,seymchan,62.8833,152.4333,-30.36,96,97,0.22,RU,1678138755
365,kalaleh,37.3807,55.4916,27.78,14,0,5.14,IR,1678138756
366,loralai,30.3705,68.598,14.09,43,10,2.3,PK,1678138756
367,badiraguato,25.3667,-107.5167,34.03,8,12,3.06,MX,1678138757
368,dali,25.7,100.1833,7.18,64,0,2.1,CN,1678138757
369,carbonia,39.1672,8.5222,8.53,87,47,1.53,IT,1678138757
370,lazaro cardenas,17.9583,-102.2,27.57,58,35,5.36,MX,1678138758
371,yagodnoye,62.55,149.6667,-30.86,95,100,1.22,RU,1678138758
372,jumla,29.2747,82.1838,3.9,54,15,2.34,NP,1678138724
373,anadyr,64.75,177.4833,-30.72,76,0,6.0,RU,1678138758
374,krivosheino,57.3431,83.9261,-1.41,89,98,7.42,RU,1678138759
375,hamois,50.3348,5.1512,3.6,88,100,6.29,BE,1678138759
376,luanda,-8.8368,13.2343,26.0,78,40,4.63,AO,1678138760
377,codrington,-38.2667,141.9667,13.7,67,93,7.49,AU,1678138760
378,oliveira dos brejinhos,-12.3169,-42.8961,28.5,42,90,0.69,BR,1678138760
379,maningrida,-12.0667,134.2667,24.42,90,100,5.06,AU,1678138760
380,omboue,-1.5746,9.2618,26.47,86,100,3.19,GA,1678138761
381,faanui,-16.4833,-151.75,25.29,81,100,5.73,PF,1678138761
382,hay river,60.8156,-115.7999,-14.02,47,20,3.6,CA,1678138761
383,mwene-ditu,-7.0,23.45,20.16,95,76,1.35,CD,1678138762
384,grindavik,63.8424,-22.4338,-3.74,58,0,7.2,IS,1678138762
385,guerrero negro,27.9769,-114.0611,16.94,59,100,9.01,MX,1678138562
386,asosa,10.0667,34.5333,25.4,22,81,1.29,ET,1678138763
387,redmond,47.674,-122.1215,11.31,64,96,3.13,US,1678138713
388,uromi,6.7,6.3333,22.82,81,100,2.43,NG,1678138763
389,ust-maya,60.4167,134.5333,-18.46,99,100,1.37,RU,1678138764
390,tyup,42.7276,78.3648,2.72,70,89,1.65,KG,1678138764
391,nanortalik,60.1432,-45.2371,-1.26,86,16,1.13,GL,1678138764
392,lundazi,-12.2929,33.1782,18.05,86,100,0.9,ZM,1678138765
393,olga,43.7444,135.2892,-2.17,89,3,2.37,RU,1678138765
394,puerto baquerizo moreno,-0.9,-89.6,27.55,78,75,1.03,EC,1678138765
395,phan thiet,10.9333,108.1,20.37,74,100,2.64,VN,1678138766
396,namatanai,-3.6667,152.4333,26.11,84,98,1.25,PG,1678138766
397,vestmannaeyjar,63.4427,-20.2734,-3.48,54,98,2.8,IS,1678138766
398,kontagora,10.3999,5.4695,33.12,27,83,3.09,NG,1678138767
399,tignere,7.3667,12.65,24.28,17,87,0.87,CM,1678138767
400,villa guerrero,18.8667,-99.65,28.79,24,56,2.61,MX,1678138768
401,raudeberg,61.9875,5.1352,-2.3,66,100,7.79,NO,1678138769
402,kirriemuir,56.674,-3.0034,0.52,77,85,2.67,GB,1678138769
403,victoria,22.2855,114.1577,18.51,60,5,1.34,HK,1678138543
404,matagami,49.7502,-77.6328,-4.94,58,0,8.75,CA,1678138770
405,brae,60.3964,-1.353,0.93,56,96,9.32,GB,1678138771
406,kiama,-34.6833,150.8667,24.1,48,70,0.89,AU,1678138771
407,meulaboh,4.1363,96.1285,23.87,89,12,1.4,ID,1678138771
408,kuruman,-27.4524,23.4325,19.44,32,25,3.46,ZA,1678138772
409,tateyama,34.9833,139.8667,11.26,70,1,1.49,JP,1678138773
410,zhanaozen,43.3,52.8,7.04,87,99,8.65,KZ,1678138773
411,paramonga,-10.6667,-77.8333,24.3,73,77,3.79,PE,1678138774
412,kununurra,-15.7667,128.7333,25.99,73,67,2.06,AU,1678138774
413,tupiza,-21.45,-65.7167,16.57,60,85,3.6,BO,1678138774
414,iwanai,42.9744,140.5089,3.03,93,88,1.82,JP,1678138775
415,sisimiut,66.9395,-53.6735,-2.62,70,81,3.01,GL,1678138775
416,bolshaya glushitsa,50.2406,43.5908,-4.11,84,16,1.68,RU,1678138775
417,susanville,40.4163,-120.653,0.45,68,100,1.79,US,1678138776
418,moshenskoye,58.5102,34.5911,-13.98,99,89,2.12,RU,1678138776
419,pavlivka,49.4414,28.4596,-0.06,78,98,3.27,UA,1678138776
420,safaga,26.7292,33.9365,21.54,41,100,9.72,EG,1678138777
421,luxor,25.6989,32.6421,21.03,32,0,2.06,EG,1678138777
422,luena,-11.7833,19.9167,18.14,95,91,0.57,AO,1678138777
423,lewisporte,49.2499,-55.0482,-2.16,93,100,2.69,CA,1678138777
424,bira,49.0,132.4667,-10.23,96,30,1.57,RU,1678138778
425,ocampo,21.65,-101.5,26.82,9,14,3.79,MX,1678138778
426,yongan,39.6957,113.6871,5.69,30,0,2.08,CN,1678138778
427,san carlos de bariloche,-41.1456,-71.3082,15.86,67,75,10.8,AR,1678138519
428,linden,6.0,-58.3,25.44,74,100,2.61,GY,1678138779
429,pak chong,14.708,101.4161,22.12,59,0,1.53,TH,1678138744
430,moose factory,51.2585,-80.6094,-5.0,45,0,4.63,CA,1678138779
431,nishihara,26.1842,127.7558,15.6,67,20,3.6,JP,1678138779
432,sabang,5.8933,95.3214,27.26,66,0,8.91,ID,1678138780
433,cururupu,-1.8283,-44.8683,24.23,96,98,1.71,BR,1678138780
434,sorata,-15.7667,-68.6333,11.5,84,97,3.32,BO,1678138780
435,aksu,41.1231,80.2644,8.02,42,29,2.23,CN,1678138781
436,santa maria,-29.6842,-53.8069,25.61,83,75,1.54,BR,1678138781
437,imbituba,-28.24,-48.6703,23.35,92,32,4.92,BR,1678138781
438,udachnyy,66.4167,112.4,-36.22,100,89,1.52,RU,1678138781
439,buala,-8.145,159.5921,27.62,81,97,2.45,SB,1678138782
440,raga,8.4596,25.678,28.36,28,14,1.57,SS,1678138782
441,puerto suarez,-18.95,-57.8,32.31,70,40,3.09,BO,1678138782
442,bondo,3.8146,23.6866,26.44,47,85,0.33,CD,1678138783
443,ortona,42.3496,14.4039,12.31,51,15,3.18,IT,1678138783
444,aku,6.7081,7.3167,25.01,82,100,3.3,NG,1678138783
445,kashi,39.4547,75.9797,10.56,32,20,1.0,CN,1678138784
446,berlevag,70.8578,29.0864,-10.03,57,83,4.63,NO,1678138784
447,gat,31.61,34.7642,14.67,76,60,2.77,IL,1678138680
448,bud,39.447,-86.1758,23.01,47,45,6.15,US,1678138784
449,abu samrah,35.3029,37.1841,10.66,72,2,7.03,SY,1678138785
450,aquiraz,-3.9014,-38.3911,28.43,86,100,5.58,BR,1678138550
451,montanha,-18.1269,-40.3633,25.95,75,82,5.65,BR,1678138785
452,katherine,-14.4667,132.2667,23.18,94,100,2.57,AU,1678138785
453,ulaangom,49.9811,92.0667,-13.18,80,95,1.44,MN,1678138785
454,asyut,27.181,31.1837,18.1,32,100,5.14,EG,1678138786
455,bereda,43.2686,-7.5406,11.34,100,73,0.25,ES,1678138786
456,pasighat,28.0667,95.3333,18.08,80,92,1.32,IN,1678138786
457,olot,42.181,2.4901,6.55,88,24,0.45,ES,1678138501
458,najran,17.4924,44.1277,20.36,30,0,1.37,SA,1678138724
459,zapolyarnyy,69.4154,30.8136,-13.4,100,98,2.04,RU,1678138787
460,jacksonville,30.3322,-81.6556,30.23,59,40,4.63,US,1678138567
461,darhan,49.4867,105.9228,-5.4,84,77,1.55,MN,1678138787
462,ha giang,22.8333,104.9833,19.23,89,100,1.01,VN,1678138787
463,opuwo,-18.0607,13.84,20.09,44,23,2.32,NA,1678138788
464,tura,25.5198,90.2201,18.51,30,0,1.19,IN,1678138788
465,kerugoya,-0.4989,37.2803,16.06,63,44,2.34,KE,1678138737
466,kulhudhuffushi,6.6221,73.07,27.11,74,96,6.46,MV,1678138788
467,lompoc,34.6391,-120.4579,15.43,70,75,6.26,US,1678138789
468,barranca,-10.75,-77.7667,24.2,69,72,3.52,PE,1678138789
469,kantorjanosi,47.9333,22.15,4.47,76,100,3.87,HU,1678138789
470,ostrovnoy,68.0531,39.5131,-12.21,89,100,4.66,RU,1678138790
471,turayf,31.6725,38.6637,11.14,54,0,5.14,SA,1678138790
472,umm lajj,25.0213,37.2685,24.17,74,99,3.01,SA,1678138790
473,hobyo,5.3505,48.5268,25.65,78,18,7.03,SO,1678138790
474,riacho de santana,-13.6092,-42.9389,28.88,37,89,1.24,BR,1678138791
475,cidreira,-30.1811,-50.2056,23.7,91,99,6.37,BR,1678138791
476,ape,57.5393,26.6929,-5.16,95,100,3.58,LV,1678138791
477,svetlaya,46.5389,138.3297,-0.64,91,75,0.78,RU,1678138792
478,waingapu,-9.6567,120.2641,24.65,85,100,2.57,ID,1678138792
479,srednekolymsk,67.45,153.6833,-37.54,100,53,0.81,RU,1678138792
480,clyde river,70.4692,-68.5914,-10.87,92,20,2.06,CA,1678138792
481,miragoane,18.4423,-73.0876,26.82,67,18,2.8,HT,1678138793
482,bay roberts,47.5999,-53.2648,-0.37,83,97,0.89,CA,1678138793
483,bowen,-20.0167,148.2333,26.02,79,87,4.88,AU,1678138793
484,gravelbourg,49.8834,-106.5512,-7.85,83,98,6.16,CA,1678138794
485,zabol,32.25,67.25,8.84,57,2,0.79,AF,1678138794
486,tuatapere,-46.1333,167.6833,16.73,59,85,2.6,NZ,1678138794
487,semnan,35.5729,53.3971,15.08,28,92,0.36,IR,1678138795
488,ban bung,18.3081,100.7044,21.08,60,0,0.76,TH,1678138795
489,muros,42.7762,-9.0603,13.94,91,99,3.36,ES,1678138733
490,yeppoon,-23.1333,150.7333,22.88,67,21,2.66,AU,1678138795
491,ternate,0.8,127.4,26.04,82,35,3.25,ID,1678138796
492,ratnagiri,16.9833,73.3,25.13,48,40,2.32,IN,1678138796
493,samarai,-10.6167,150.6667,27.26,76,53,2.48,PG,1678138796
494,chauk,20.8833,94.8167,22.68,59,0,1.89,MM,1678138797
495,kaeo,-35.1,173.7833,20.74,91,73,2.03,NZ,1678138798
496,kushiro,42.975,144.3747,1.58,84,46,3.88,JP,1678138798
497,bambous virieux,-20.3428,57.7575,25.14,94,75,0.0,MU,1678138798
498,traverse city,44.7631,-85.6206,3.11,82,100,3.09,US,1678138799
499,nandu,22.8525,110.8233,16.57,73,1,0.99,CN,1678138799
500,poso,-1.3959,120.7524,24.77,83,91,1.52,ID,1678138799
501,gamba,-2.65,10.0,25.99,86,100,2.52,GA,1678138800
502,sangar,63.9242,127.4739,-26.28,99,100,0.99,RU,1678138800
503,kokkola,63.8385,23.1307,-12.82,89,100,1.03,FI,1678138801
504,tarakan,3.3,117.6333,24.72,94,40,1.54,ID,1678138801
505,beaune,47.0833,4.75,0.8,85,83,1.69,FR,1678138801
506,catio,11.2833,-15.25,24.67,64,100,4.1,GW,1678138802
507,ayorou,14.7308,0.9174,28.82,11,3,5.3,NE,1678138802
508,cayenne,4.9333,-52.3333,28.02,74,75,4.63,GF,1678138696
509,katangli,51.7102,143.2326,-11.92,97,100,2.8,RU,1678138803
510,palu,-0.8917,119.8707,23.57,96,95,0.8,ID,1678138804
511,gunjur,13.2019,-16.7339,23.04,78,0,1.03,GM,1678138805
512,tomatlan,19.9333,-105.25,28.26,50,51,3.72,MX,1678138805
513,bejar,40.3864,-5.7634,7.54,97,100,2.02,ES,1678138806
514,visby,57.6409,18.296,-4.41,80,40,2.57,SE,1678138806
515,lyubech,51.7026,30.6569,-2.38,76,86,3.34,UA,1678138807
516,yashkul,46.1711,45.3435,2.81,69,100,6.79,RU,1678138807
517,pahrump,36.2083,-115.9839,12.13,33,57,5.81,US,1678138808
518,manacapuru,-3.2997,-60.6206,25.59,91,92,1.48,BR,1678138808
519,yarmouth,41.7057,-70.2286,8.26,40,0,12.52,US,1678138547
520,visnes,59.3556,5.2242,-0.99,63,82,2.06,NO,1678138809
521,arlit,18.7369,7.3853,27.42,9,58,5.55,NE,1678138810
522,marawi,7.9986,124.2928,18.8,97,74,0.67,PH,1678138810
523,el reten,10.6114,-74.2682,33.45,58,34,4.92,CO,1678138810
524,shumskiy,54.8318,99.1328,-8.9,92,85,1.97,RU,1678138811
525,bageshwar,29.85,79.7667,10.34,38,0,1.54,IN,1678138812
526,pacific grove,36.6177,-121.9166,12.15,67,75,3.6,US,1678138812
527,harper,4.375,-7.7169,26.77,86,69,3.5,LR,1678138812
528,kloulklubed,7.0419,134.2556,23.28,78,100,5.7,PW,1678138813
529,mangrol,21.1167,70.1167,23.99,52,0,0.55,IN,1678138813
530,fortuna,40.5982,-124.1573,7.19,96,75,2.57,US,1678138813
531,verin,41.9415,-7.4381,10.31,99,100,1.48,ES,1678138814
532,hohhot,40.8106,111.6522,1.62,68,0,1.0,CN,1678138814
533,palauig,15.435,119.9045,22.52,73,0,2.71,PH,1678138814
534,mogzon,51.7435,111.9606,-12.73,97,99,1.51,RU,1678138815
535,bonthe,7.5264,-12.505,25.33,84,90,2.67,SL,1678138815
536,verkhnevilyuysk,63.4453,120.3167,-26.25,99,99,2.63,RU,1678138815
537,bolobo,-2.1667,16.2333,24.26,91,85,0.92,CD,1678138816
538,onalaska,43.8844,-91.2351,2.94,92,100,5.14,US,1678138816
539,yinchuan,38.4681,106.2731,8.18,23,59,1.29,CN,1678138817
540,san cristobal,7.7669,-72.225,26.74,55,78,0.74,VE,1678138817
541,perivolion,39.4206,20.0147,10.88,74,100,7.83,GR,1678138817
542,lexington,37.9887,-84.4777,23.0,37,0,7.72,US,1678138803
543,bengkulu,-3.8004,102.2655,23.1,90,72,1.7,ID,1678138818
544,salvador,13.8333,-88.9167,28.22,28,66,3.6,SV,1678138818
545,cascais,38.6979,-9.4215,14.47,88,20,8.94,PT,1678138819
546,teya,60.3778,92.6267,-5.65,94,100,4.06,RU,1678138819
547,caarapo,-22.6342,-54.8222,24.51,79,0,1.74,BR,1678138819
548,terney,45.0503,136.6092,1.64,82,26,3.32,RU,1678138820
549,lorengau,-2.0226,147.2712,26.36,81,96,2.45,PG,1678138820
550,praia da vitoria,38.7333,-27.0667,18.14,88,75,12.78,PT,1678138820
551,tecoanapa,16.5167,-98.75,28.9,55,1,5.34,MX,1678138821
552,vilhena,-12.7406,-60.1458,25.12,88,40,1.54,BR,1678138778
553,blagoyevo,63.3667,47.9167,-15.59,98,100,1.9,RU,1678138821
554,vila do maio,15.1333,-23.2167,23.44,76,83,4.81,CV,1678138822
555,sao pedro do piaui,-5.9294,-42.7186,27.79,64,90,1.42,BR,1678138631
556,vostok,46.4856,135.8833,-3.06,98,100,1.9,RU,1678138822
557,deseronto,44.2001,-77.0494,2.89,92,91,2.22,CA,1678138822
558,constitucion,-35.3333,-72.4167,17.64,77,41,4.37,CL,1678138823
559,snezhnogorsk,69.1933,33.2531,-24.12,99,93,2.71,RU,1678138823
560,pavilosta,56.8879,21.1859,-1.05,69,96,3.56,LV,1678138824
561,namikupa,-10.8333,39.6,21.36,99,99,1.43,TZ,1678138824
562,itupiranga,-5.1347,-49.3267,31.18,94,36,1.42,BR,1678138825
563,hovd,48.0056,91.6419,-1.39,34,69,3.19,MN,1678138626
564,jaffna,9.6685,80.0074,25.47,76,6,4.94,LK,1678138825
565,varzelandia,-15.7014,-44.0275,27.5,35,70,1.27,BR,1678138826
566,chuguyevka,44.1653,133.8633,-5.54,96,15,1.66,RU,1678138826
